"gene_symbol","gene_rank","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj","Name","MOA","Phase"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"andarine","androgen receptor modulator","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"APC-100","androgen receptor antagonist, anti-inflammatory agent","Phase 1/Phase 2"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"apigenin","casein kinase inhibitor, cell proliferation inhibitor","Preclinical"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"ASC-J9","androgen receptor enhancer","Phase 2"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"AZD3514","androgen receptor modulator","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"bicalutamide","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"bisphenol-A","synthetic estrogen","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"CB-03-01","androgen receptor antagonist","Phase 3"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"cortodoxone","androgen receptor antagonist","Phase 3"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"cyproterone-acetate","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"danazol","estrogen receptor antagonist, progesterone receptor agonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"darolutamide","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"dehydroepiandrosterone-sulfate","androgen receptor agonist, estrogen receptor agonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"dromostanolone-propionate","androgen receptor modulator","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"drospirenone","mineralocorticoid receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"enzalutamide","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"epitiostanol","androgen receptor agonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"eugenol","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"flufenamic-acid","chloride channel blocker","Preclinical"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"flutamide","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"galeterone","androgen receptor modulator","Phase 3"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"gestrinone","progesterone receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"GLPG0492","androgen receptor modulator","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"GLPG0492-R-enantiomer","androgen receptor modulator","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"kaempferol","bone resorption inhibitor, estrogen-related receptor inverse agonist","Preclinical"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"LXR-623","LXR agonist","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"LY2452473","androgen receptor modulator","Phase 2"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"mifepristone","glucocorticoid receptor antagonist, progesterone receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"MK-0773","androgen receptor modulator","Phase 2"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"nilutamide","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"norgestrel","progesterone receptor agonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"ostarine","androgen receptor modulator","Phase 3"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"PS178990","androgen receptor modulator","Phase 1"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"pyrvinium-pamoate","androgen receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"RU-58841","androgen receptor antagonist","Phase 2"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"spironolactone","mineralocorticoid receptor antagonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"17-hydroxyprogesterone-caproate","progesterone receptor agonist","Launched"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"2-hydroxyflutamide","androgen receptor antagonist","Phase 2"
"AR",2087,"androgen receptor",-0.66027734,1.01e-12,-0.902133358,1.33e-24,"3,3'-diindolylmethane","CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor","Phase 3"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"AZD6738","ATR kinase inhibitor","Phase 2"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"AZ20","ATR kinase inhibitor","Preclinical"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"CGK-733","ATM kinase inhibitor, ATR kinase inhibitor","Preclinical"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"NVP-BEZ235","mTOR inhibitor, PI3K inhibitor","Phase 3"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"schisandrin-B","antioxidant","Preclinical"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"VE-821","ATR kinase inhibitor","Preclinical"
"ATR",2101,"ATR serine/threonine kinase",0.989199283,6.09e-88,0.573575712,0.000120181,"VE-822","ATR kinase inhibitor","Phase 2"
"PROS1",2103,"protein S",-0.910219112,4.48e-38,-1.361512359,1.1e-08,"menadione","mitochondrial DNA polymerase inhibitor, phosphatase inhibitor","Launched"
"NDUFB6",2110,"NADH:ubiquinone oxidoreductase subunit B6",-1.285169454,1.01e-33,-1.308246658,2.15e-09,"coenzyme-I",NA,"Phase 2"
"H6PD",2123,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",0.342979467,1.6e-06,1.402723013,1.21e-51,"coenzyme-I",NA,"Phase 2"
"PPIH",2126,"peptidylprolyl isomerase H",-0.708309848,2.82e-18,-0.768768338,5.43e-16,"L-proline","glutamate receptor agonist","Launched"
"ESD",2135,"esterase D",-0.415530952,4.56e-18,-0.713305989,5.94e-16,"glutathione","antioxidant","Phase 3"
"NSDHL",2154,"NAD(P) dependent steroid dehydrogenase-like",-1.288326726,3.77e-87,-0.702612626,0.000179931,"coenzyme-I",NA,"Phase 2"
"EP300",2157,"E1A binding protein p300",0.654463319,5.4e-42,0.442640102,1.42e-07,"curcumin","cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor","Launched"
"EP300",2157,"E1A binding protein p300",0.654463319,5.4e-42,0.442640102,1.42e-07,"C646","histone acetyltransferase inhibitor","Preclinical"
"EP300",2157,"E1A binding protein p300",0.654463319,5.4e-42,0.442640102,1.42e-07,"epigallocatechin-gallate-(-)","bacterial DNA gyrase inhibitor","Phase 2/Phase 3"
"EP300",2157,"E1A binding protein p300",0.654463319,5.4e-42,0.442640102,1.42e-07,"I-CBP-112","bromodomain inhibitor","Preclinical"
"EP300",2157,"E1A binding protein p300",0.654463319,5.4e-42,0.442640102,1.42e-07,"SGC-CBP30","bromodomain inhibitor","Preclinical"
"STK4",2173,"serine/threonine kinase 4",0.421022019,2.32e-24,0.608708304,1.01e-11,"bosutinib","Abl kinase inhibitor, Bcr-Abl kinase inhibitor, SRC inhibitor","Launched"
"CAD",2180,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",0.97152286,2.05e-67,0.330201874,4.08e-05,"L-aspartic-acid","metallic radical formation stimulant","Launched"
"NDUFC1",2185,"NADH:ubiquinone oxidoreductase subunit C1",-0.570635096,4.2e-26,-0.740817815,5.48e-11,"coenzyme-I",NA,"Phase 2"
"ME2",2192,"malic enzyme 2",0.530340252,2.87e-09,1.040672792,5.8e-31,"coenzyme-I",NA,"Phase 2"
"FPGS",2209,"folylpolyglutamate synthase",0.580179998,3.58e-30,0.550032949,1.11e-09,"L-glutamic-acid","glutamate receptor agonist","Launched"
"FPGS",2209,"folylpolyglutamate synthase",0.580179998,3.58e-30,0.550032949,1.11e-09,"raltitrexed","thymidylate synthase inhibitor","Launched"
"SRPK1",2213,"SRSF protein kinase 1",0.301940876,2.99e-21,0.596576503,4.02e-13,"SRPIN340","serine arginine protein kinase inhibitor","Preclinical"
"CD55",2218,"CD55 molecule (Cromer blood group)",0.340834132,3.1e-05,2.131809972,3.61e-62,"chloramphenicol","bacterial 50S ribosomal subunit inhibitor","Launched"
"DKK1",2234,"dickkopf WNT signaling pathway inhibitor 1",0.823128711,1.28e-07,3.539298246,1.11e-36,"KY02111","WNT pathway inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"AZD7762","CHK inhibitor","Phase 1"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"BX-795","IKK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"BX-912","pyruvate dehydrogenase kinase inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"CHIR-124","CHK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"KN-62","calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"LY2603618","CHK inhibitor","Phase 2"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"LY2606368","CHK inhibitor","Phase 2"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"LY294002","DNA dependent protein kinase inhibitor, mTOR inhibitor, phosphodiesterase inhibitor, PI3K inhibitor, PLK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"PD-98059","MEK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"PF-477736","CHK inhibitor","Phase 1"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"SB-202190","p38 MAPK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"SB-203580","p38 MAPK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"SB-218078","CHK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"SCH-900776","CHK inhibitor","Phase 2"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"U-0126","MEK inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"4,5,6,7-tetrabromobenzotriazole","casein kinase inhibitor","Preclinical"
"CHEK1",2255,"checkpoint kinase 1",-0.549898253,1.62e-12,-1.416183534,7.43e-21,"7-hydroxystaurosporine","CDK inhibitor, CHK inhibitor, PKC inhibitor","Phase 2"
"HK1",2263,"hexokinase 1",0.461755316,1.22e-42,0.448994432,9.14e-07,"adaprev","TGF beta receptor inhibitor","Phase 3"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"API-1","AKT inhibitor","Preclinical"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"ARQ-092","AKT inhibitor","Phase 1"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"AT13148","protein kinase inhibitor","Phase 1"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"AT7867","AKT inhibitor","Preclinical"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"AZD5363","AKT inhibitor","Phase 3"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"GDC-0068","AKT inhibitor","Phase 3"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"GSK2110183","AKT inhibitor","Phase 2"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"GSK690693","AKT inhibitor","Phase 1"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"MK-2206","AKT inhibitor","Phase 2"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"PHT-427","AKT inhibitor, pyruvate dehydrogenase inhibitor","Preclinical"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"triciribine","AKT inhibitor","Phase 1/Phase 2"
"AKT2",2265,"AKT serine/threonine kinase 2",-0.428209602,3.3e-22,-0.398868411,7.62e-12,"uprosertib","AKT inhibitor","Phase 2"
"CACNB3",2275,"calcium voltage-gated channel auxiliary subunit beta 3",-0.955526356,4.74e-21,-1.472195357,2.15e-12,"dronedarone","adrenergic receptor antagonist","Launched"
"CACNB3",2275,"calcium voltage-gated channel auxiliary subunit beta 3",-0.955526356,4.74e-21,-1.472195357,2.15e-12,"gabapentin","calcium channel blocker","Launched"
"CACNB3",2275,"calcium voltage-gated channel auxiliary subunit beta 3",-0.955526356,4.74e-21,-1.472195357,2.15e-12,"mibefradil","T-type calcium channel blocker","Withdrawn"
"CACNB3",2275,"calcium voltage-gated channel auxiliary subunit beta 3",-0.955526356,4.74e-21,-1.472195357,2.15e-12,"spironolactone","mineralocorticoid receptor antagonist","Launched"
"CACNB3",2275,"calcium voltage-gated channel auxiliary subunit beta 3",-0.955526356,4.74e-21,-1.472195357,2.15e-12,"verapamil","calcium channel blocker","Launched"
"ALDH6A1",2278,"aldehyde dehydrogenase 6 family member A1",-0.642974169,5.94e-14,-1.514322441,2.61e-18,"coenzyme-I",NA,"Phase 2"
"HPRT1",2279,"hypoxanthine phosphoribosyltransferase 1",-0.565453886,1.11e-29,-0.44656999,3.6e-09,"azathioprine","dehydrogenase inhibitor","Launched"
"HPRT1",2279,"hypoxanthine phosphoribosyltransferase 1",-0.565453886,1.11e-29,-0.44656999,3.6e-09,"C11-Acetate",NA,"Phase 3"
"HPRT1",2279,"hypoxanthine phosphoribosyltransferase 1",-0.565453886,1.11e-29,-0.44656999,3.6e-09,"mercaptopurine","immunosuppressant, protein synthesis inhibitor, purine antagonist","Launched"
"HPRT1",2279,"hypoxanthine phosphoribosyltransferase 1",-0.565453886,1.11e-29,-0.44656999,3.6e-09,"polyinosine","immunostimulant","Preclinical"
"CTSB",2289,"cathepsin B",0.375028675,1.82e-13,0.765768324,1.02e-18,"cathepsin-inhibitor-1","cathepsin inhibitor","Preclinical"
"CTSB",2289,"cathepsin B",0.375028675,1.82e-13,0.765768324,1.02e-18,"loxistatin-acid","cysteine peptidase inhibitor","Preclinical"
"CTSB",2289,"cathepsin B",0.375028675,1.82e-13,0.765768324,1.02e-18,"pepstatin","aspartic protease inhibitor","Preclinical"
"CTSB",2289,"cathepsin B",0.375028675,1.82e-13,0.765768324,1.02e-18,"VBY-825","cathepsin inhibitor","Preclinical"
"DYRK1A",2292,"dual specificity tyrosine phosphorylation regulated kinase 1A",0.967375807,2.82e-70,0.439801913,0.000160785,"KH-CB19","CDC inhibitor","Preclinical"
"DYRK1A",2292,"dual specificity tyrosine phosphorylation regulated kinase 1A",0.967375807,2.82e-70,0.439801913,0.000160785,"TC-S-7004","DYRK inhibitor","Preclinical"
"DYRK1A",2292,"dual specificity tyrosine phosphorylation regulated kinase 1A",0.967375807,2.82e-70,0.439801913,0.000160785,"TG-003","CLK inhibitor","Preclinical"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"alfuzosin","adrenergic receptor antagonist","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"carbamazepine","carboxamide antiepileptic","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"eslicarbazepine-acetate","sodium channel blocker","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"lamotrigine","serotonin receptor antagonist, sodium channel blocker","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"oxcarbazepine","sodium channel blocker","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"phenacemide","sodium channel blocker","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"phenytoin","hydantoin antiepileptic","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"primidone","GABA receptor antagonist","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"riluzole","glutamate inhibitor","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"rufinamide","voltage-gated sodium channel blocker","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"tetracaine","membrane integrity inhibitor","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"topiramate","carbonic anhydrase inhibitor, glutamate receptor antagonist, kainate receptor antagonist","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"valproic-acid","benzodiazepine receptor agonist, HDAC inhibitor","Launched"
"SCN8A",2297,"sodium voltage-gated channel alpha subunit 8",1.913137119,8.19e-61,2.240090245,5.29e-05,"zonisamide","sodium channel blocker, T-type calcium channel blocker","Launched"
"ITPA",2301,"inosine triphosphatase",0.699334182,3.93e-52,0.434640038,1.62e-05,"citric-acid","coagulation factor inhibitor","Preclinical"
"ITGA5",2309,"integrin subunit alpha 5",0.896274983,1.37e-82,0.308596044,0.000436541,"ATN-161","integrin antagonist","Phase 2"
"FNTA",2330,"farnesyltransferase, CAAX box, alpha",0.573007757,1.23e-19,0.537928807,1.04e-12,"arglabin","farnesyltransferase inhibitor","Launched"
"FNTA",2330,"farnesyltransferase, CAAX box, alpha",0.573007757,1.23e-19,0.537928807,1.04e-12,"L-778123","farnesyltransferase inhibitor","Phase 1"
"FNTA",2330,"farnesyltransferase, CAAX box, alpha",0.573007757,1.23e-19,0.537928807,1.04e-12,"lonafarnib","farnesyltransferase inhibitor","Phase 3"
